chapter,rank_in_chapter,hts8,api_hts_number,country_code,entry_date,example_payload
01,9,01023100,0102.31.00,CA,2026-01-15,"{""htsNumber"":""0102.31.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,9,01023100,0102.31.00,EU,2026-01-15,"{""htsNumber"":""0102.31.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,9,01023100,0102.31.00,JP,2026-01-15,"{""htsNumber"":""0102.31.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,9,01023100,0102.31.00,RU,2026-01-15,"{""htsNumber"":""0102.31.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,10,01023900,0102.39.00,CN,2026-01-15,"{""htsNumber"":""0102.39.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,10,01023900,0102.39.00,CA,2026-01-15,"{""htsNumber"":""0102.39.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,10,01023900,0102.39.00,EU,2026-01-15,"{""htsNumber"":""0102.39.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,10,01023900,0102.39.00,JP,2026-01-15,"{""htsNumber"":""0102.39.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,10,01023900,0102.39.00,RU,2026-01-15,"{""htsNumber"":""0102.39.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,11,01029000,0102.90.00,CN,2026-01-15,"{""htsNumber"":""0102.90.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,11,01029000,0102.90.00,CA,2026-01-15,"{""htsNumber"":""0102.90.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,11,01029000,0102.90.00,EU,2026-01-15,"{""htsNumber"":""0102.90.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,11,01029000,0102.90.00,JP,2026-01-15,"{""htsNumber"":""0102.90.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,11,01029000,0102.90.00,RU,2026-01-15,"{""htsNumber"":""0102.90.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,12,01031000,0103.10.00,CN,2026-01-15,"{""htsNumber"":""0103.10.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,12,01031000,0103.10.00,CA,2026-01-15,"{""htsNumber"":""0103.10.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,12,01031000,0103.10.00,EU,2026-01-15,"{""htsNumber"":""0103.10.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,12,01031000,0103.10.00,JP,2026-01-15,"{""htsNumber"":""0103.10.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,12,01031000,0103.10.00,RU,2026-01-15,"{""htsNumber"":""0103.10.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,13,01039100,0103.91.00,CN,2026-01-15,"{""htsNumber"":""0103.91.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,13,01039100,0103.91.00,CA,2026-01-15,"{""htsNumber"":""0103.91.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,13,01039100,0103.91.00,EU,2026-01-15,"{""htsNumber"":""0103.91.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,13,01039100,0103.91.00,JP,2026-01-15,"{""htsNumber"":""0103.91.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,13,01039100,0103.91.00,RU,2026-01-15,"{""htsNumber"":""0103.91.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,14,01039200,0103.92.00,CN,2026-01-15,"{""htsNumber"":""0103.92.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,14,01039200,0103.92.00,CA,2026-01-15,"{""htsNumber"":""0103.92.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,14,01039200,0103.92.00,EU,2026-01-15,"{""htsNumber"":""0103.92.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,14,01039200,0103.92.00,JP,2026-01-15,"{""htsNumber"":""0103.92.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,14,01039200,0103.92.00,RU,2026-01-15,"{""htsNumber"":""0103.92.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,15,01041000,0104.10.00,CN,2026-01-15,"{""htsNumber"":""0104.10.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,15,01041000,0104.10.00,CA,2026-01-15,"{""htsNumber"":""0104.10.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,15,01041000,0104.10.00,EU,2026-01-15,"{""htsNumber"":""0104.10.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,15,01041000,0104.10.00,JP,2026-01-15,"{""htsNumber"":""0104.10.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,15,01041000,0104.10.00,RU,2026-01-15,"{""htsNumber"":""0104.10.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,16,01042000,0104.20.00,CN,2026-01-15,"{""htsNumber"":""0104.20.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,16,01042000,0104.20.00,CA,2026-01-15,"{""htsNumber"":""0104.20.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,16,01042000,0104.20.00,EU,2026-01-15,"{""htsNumber"":""0104.20.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,16,01042000,0104.20.00,JP,2026-01-15,"{""htsNumber"":""0104.20.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,16,01042000,0104.20.00,RU,2026-01-15,"{""htsNumber"":""0104.20.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,17,01051100,0105.11.00,CN,2026-01-15,"{""htsNumber"":""0105.11.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,17,01051100,0105.11.00,CA,2026-01-15,"{""htsNumber"":""0105.11.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,17,01051100,0105.11.00,EU,2026-01-15,"{""htsNumber"":""0105.11.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,17,01051100,0105.11.00,JP,2026-01-15,"{""htsNumber"":""0105.11.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,17,01051100,0105.11.00,RU,2026-01-15,"{""htsNumber"":""0105.11.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,18,01051200,0105.12.00,CN,2026-01-15,"{""htsNumber"":""0105.12.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,18,01051200,0105.12.00,CA,2026-01-15,"{""htsNumber"":""0105.12.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,18,01051200,0105.12.00,EU,2026-01-15,"{""htsNumber"":""0105.12.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,18,01051200,0105.12.00,JP,2026-01-15,"{""htsNumber"":""0105.12.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,18,01051200,0105.12.00,RU,2026-01-15,"{""htsNumber"":""0105.12.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,19,01051300,0105.13.00,CN,2026-01-15,"{""htsNumber"":""0105.13.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,19,01051300,0105.13.00,CA,2026-01-15,"{""htsNumber"":""0105.13.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,19,01051300,0105.13.00,EU,2026-01-15,"{""htsNumber"":""0105.13.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,19,01051300,0105.13.00,JP,2026-01-15,"{""htsNumber"":""0105.13.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,19,01051300,0105.13.00,RU,2026-01-15,"{""htsNumber"":""0105.13.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,20,01051400,0105.14.00,CN,2026-01-15,"{""htsNumber"":""0105.14.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,20,01051400,0105.14.00,CA,2026-01-15,"{""htsNumber"":""0105.14.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,20,01051400,0105.14.00,EU,2026-01-15,"{""htsNumber"":""0105.14.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,20,01051400,0105.14.00,JP,2026-01-15,"{""htsNumber"":""0105.14.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
01,20,01051400,0105.14.00,RU,2026-01-15,"{""htsNumber"":""0105.14.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,1,02011005,0201.10.05,CN,2026-01-15,"{""htsNumber"":""0201.10.05"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,1,02011005,0201.10.05,CA,2026-01-15,"{""htsNumber"":""0201.10.05"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,1,02011005,0201.10.05,EU,2026-01-15,"{""htsNumber"":""0201.10.05"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,1,02011005,0201.10.05,JP,2026-01-15,"{""htsNumber"":""0201.10.05"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,1,02011005,0201.10.05,RU,2026-01-15,"{""htsNumber"":""0201.10.05"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,2,02011010,0201.10.10,CN,2026-01-15,"{""htsNumber"":""0201.10.10"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,2,02011010,0201.10.10,CA,2026-01-15,"{""htsNumber"":""0201.10.10"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,2,02011010,0201.10.10,EU,2026-01-15,"{""htsNumber"":""0201.10.10"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,2,02011010,0201.10.10,JP,2026-01-15,"{""htsNumber"":""0201.10.10"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,2,02011010,0201.10.10,RU,2026-01-15,"{""htsNumber"":""0201.10.10"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,3,02011050,0201.10.50,CN,2026-01-15,"{""htsNumber"":""0201.10.50"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,3,02011050,0201.10.50,CA,2026-01-15,"{""htsNumber"":""0201.10.50"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,3,02011050,0201.10.50,EU,2026-01-15,"{""htsNumber"":""0201.10.50"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,3,02011050,0201.10.50,JP,2026-01-15,"{""htsNumber"":""0201.10.50"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,3,02011050,0201.10.50,RU,2026-01-15,"{""htsNumber"":""0201.10.50"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,4,02012002,0201.20.02,CN,2026-01-15,"{""htsNumber"":""0201.20.02"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,4,02012002,0201.20.02,CA,2026-01-15,"{""htsNumber"":""0201.20.02"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,4,02012002,0201.20.02,EU,2026-01-15,"{""htsNumber"":""0201.20.02"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,4,02012002,0201.20.02,JP,2026-01-15,"{""htsNumber"":""0201.20.02"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,4,02012002,0201.20.02,RU,2026-01-15,"{""htsNumber"":""0201.20.02"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,5,02012004,0201.20.04,CN,2026-01-15,"{""htsNumber"":""0201.20.04"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,5,02012004,0201.20.04,CA,2026-01-15,"{""htsNumber"":""0201.20.04"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,5,02012004,0201.20.04,EU,2026-01-15,"{""htsNumber"":""0201.20.04"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,5,02012004,0201.20.04,JP,2026-01-15,"{""htsNumber"":""0201.20.04"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,5,02012004,0201.20.04,RU,2026-01-15,"{""htsNumber"":""0201.20.04"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,6,02012006,0201.20.06,CN,2026-01-15,"{""htsNumber"":""0201.20.06"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,6,02012006,0201.20.06,CA,2026-01-15,"{""htsNumber"":""0201.20.06"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,6,02012006,0201.20.06,EU,2026-01-15,"{""htsNumber"":""0201.20.06"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,6,02012006,0201.20.06,JP,2026-01-15,"{""htsNumber"":""0201.20.06"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,6,02012006,0201.20.06,RU,2026-01-15,"{""htsNumber"":""0201.20.06"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,7,02012010,0201.20.10,CN,2026-01-15,"{""htsNumber"":""0201.20.10"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,7,02012010,0201.20.10,CA,2026-01-15,"{""htsNumber"":""0201.20.10"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,7,02012010,0201.20.10,EU,2026-01-15,"{""htsNumber"":""0201.20.10"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,7,02012010,0201.20.10,JP,2026-01-15,"{""htsNumber"":""0201.20.10"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,7,02012010,0201.20.10,RU,2026-01-15,"{""htsNumber"":""0201.20.10"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,8,02012030,0201.20.30,CN,2026-01-15,"{""htsNumber"":""0201.20.30"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,8,02012030,0201.20.30,CA,2026-01-15,"{""htsNumber"":""0201.20.30"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,8,02012030,0201.20.30,EU,2026-01-15,"{""htsNumber"":""0201.20.30"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,8,02012030,0201.20.30,JP,2026-01-15,"{""htsNumber"":""0201.20.30"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,8,02012030,0201.20.30,RU,2026-01-15,"{""htsNumber"":""0201.20.30"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,9,02012050,0201.20.50,CN,2026-01-15,"{""htsNumber"":""0201.20.50"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,9,02012050,0201.20.50,CA,2026-01-15,"{""htsNumber"":""0201.20.50"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,9,02012050,0201.20.50,EU,2026-01-15,"{""htsNumber"":""0201.20.50"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,9,02012050,0201.20.50,JP,2026-01-15,"{""htsNumber"":""0201.20.50"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,9,02012050,0201.20.50,RU,2026-01-15,"{""htsNumber"":""0201.20.50"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,10,02012080,0201.20.80,CN,2026-01-15,"{""htsNumber"":""0201.20.80"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,10,02012080,0201.20.80,CA,2026-01-15,"{""htsNumber"":""0201.20.80"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,10,02012080,0201.20.80,EU,2026-01-15,"{""htsNumber"":""0201.20.80"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,10,02012080,0201.20.80,JP,2026-01-15,"{""htsNumber"":""0201.20.80"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,10,02012080,0201.20.80,RU,2026-01-15,"{""htsNumber"":""0201.20.80"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,11,02013002,0201.30.02,CN,2026-01-15,"{""htsNumber"":""0201.30.02"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,11,02013002,0201.30.02,CA,2026-01-15,"{""htsNumber"":""0201.30.02"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,11,02013002,0201.30.02,EU,2026-01-15,"{""htsNumber"":""0201.30.02"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,11,02013002,0201.30.02,JP,2026-01-15,"{""htsNumber"":""0201.30.02"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,11,02013002,0201.30.02,RU,2026-01-15,"{""htsNumber"":""0201.30.02"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
02,12,02013004,0201.30.04,CN,2026-01-15,"{""htsNumber"":""0201.30.04"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
